day_of_year,Name,Median occupancy rate,Max occupancy rate,Min occupancy rate,Median beds open,Max beds open,Min beds open,Median beds occupied,Max beds occupied,Min beds occupied,Median critical care beds occupancy rate,Max critical care beds occupancy rate,Min critical care beds occupancy rate,Median no. beds occupied by long-stay patients (> 7 days),Max no. beds occupied by long-stay patients (> 7 days),Min no. beds occupied by long-stay patients (> 7 days),Median no. beds occupied by long-stay patients (> 21 days),Max no. beds occupied by long-stay patients (> 21 days),Min no. beds occupied by long-stay patients (> 21 days)
2022-02-26,East Cheshire NHS Trust,0,1,0,278,318,253,278,311,247,0.8333333333333334,0.8333333333333334,0.5,NA,NA,NA,NA,NA,NA
2022-02-26,East Kent Hospitals University NHS Foundation Trust,0,0.9702970297029703,0,998,1028,958,953,980,910,0.8571428571428571,1,0.833333333333333,NA,NA,NA,NA,NA,NA
2022-02-26,East Lancashire Hospitals NHS Trust,0,0.9802494802494802,0,962,988,942,916,948,873,0.75,0.9583333333333334,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,East Suffolk and North Essex NHS Foundation Trust,0,0,0,1198.5,1206,1191,1142,1148,1136,0.7036363636363636,0.7272727272727273,0.68,438.5,441,436,122.5,142,103
2022-02-26,East Sussex Healthcare NHS Trust,0,0.9923273657289002,0,757,782,704,731,776,695,0.7894736842105263,0.8947368421052632,0.315789473684211,NA,NA,NA,NA,NA,NA
2022-02-26,Epsom and St Helier University Hospitals NHS Trust,0,0,0,789.5,793,786,661,666,656,0.7142857142857142,0.7619047619047619,0.6666666666666666,319,338,300,138,143,133
2022-02-26,Epsom And St Helier University Hospitals NHS Trust,0.9909365558912386,1,0,662,807,636,656,711,636,0.9090909090909091,1,0.8095238095238095,NA,NA,NA,NA,NA,NA
2022-02-26,Frimley Health NHS Foundation Trust,0,0.9836575875486381,0,1317,1371,1285,1279,1332,1264,0.916666666666667,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-02-26,Gateshead Health NHS Foundation Trust,0,0.9586056644880174,0,455,470,422,433,441,414,0.785714285714286,1,0.7142857142857143,NA,NA,NA,NA,NA,NA
2022-02-26,George Eliot Hospital NHS Trust,0.9533333333333334,1,0,309,322,300,303,322,286,0.625,1,0.625,NA,NA,NA,NA,NA,NA
2022-02-26,Gloucestershire Hospitals NHS Foundation Trust,0,0.944560669456067,0,960,995,943,903,920,872,0.9,1,0.7727272727272727,NA,NA,NA,NA,NA,NA
2022-02-26,Great Ormond Street Hospital For Children NHS Foundation Trust,0.8416921635105709,0.8812260536398467,0.802158273381295,269.5,278,261,226.5,230,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Great Western Hospitals NHS Foundation Trust,0,0.9885496183206107,0,524,592,500,518,579,461,0.75,1,0.75,NA,NA,NA,NA,NA,NA
2022-02-26,Guy's and St Thomas' NHS Foundation Trust,0,0,0,852.5,922,783,760,801,719,0.9245869134170522,0.9550561797752809,0.8941176470588236,298.5,300,297,124,131,117
2022-02-26,Guy's And St Thomas' NHS Foundation Trust,0.9313253012048193,0.9411764705882353,0,830,850,769,773,800,755,0.9634146341463414,0.9878048780487805,0.905882352941176,NA,NA,NA,NA,NA,NA
2022-02-26,Hampshire Hospitals NHS Foundation Trust,0,0.9828767123287672,0,813,876,747,730,861,707,0.875,0.96,0.76,NA,NA,NA,NA,NA,NA
2022-02-26,Harrogate and District NHS Foundation Trust,0,0,0,294,297,291,266,267,265,0.875,1,0.75,149.5,150,149,56,61,51
2022-02-26,Harrogate And District NHS Foundation Trust,0.9429530201342282,0.9533333333333334,0,300,320,298,286,292,281,0.625,0.875,0.375,NA,NA,NA,NA,NA,NA
2022-02-26,Heart Of England NHS Foundation Trust,0.9247751430907605,0.9599056603773585,0,1272,1357,1223,1221,1286,1131,0.7241379310344828,0.724137931034483,0.6,NA,NA,NA,NA,NA,NA
2022-02-26,Hinchingbrooke Health Care NHS Trust,0.9924242424242424,1,0.9848484848484849,201.5,205,198,200,205,195,0.8888888888888888,1,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-26,Homerton University Hospital NHS Foundation Trust,0,0.9617021276595744,0,248,248,235,226,236,224,0.7777777777777778,1,0.75,NA,NA,NA,NA,NA,NA
2022-02-26,Hull and East Yorkshire Hospitals NHS Trust,0,0,0,1008,1008,1008,953,953,953,0.75,0.75,0.75,369,369,369,105,105,105
2022-02-26,Hull And East Yorkshire Hospitals NHS Trust,0.8527430221366699,0.8683274021352313,0,1039,1124,1021,976,990,886,0.64,0.795454545454545,0.5434782608695652,NA,NA,NA,NA,NA,NA
2022-02-26,Hull University Teaching Hospitals NHS Trust,0,0,0,1043,1043,1043,946,946,946,0.8863636363636364,0.8863636363636364,0.8863636363636364,367,367,367,117,117,117
2022-02-26,Imperial College Healthcare NHS Trust,0,0.948936170212766,0,1022,1047,909,954,989,845,0.9811320754716981,1.01851851851852,0.875,NA,NA,NA,NA,NA,NA
2022-02-26,Ipswich Hospital NHS Trust,0.9808306709265175,0.9966101694915255,0,600,626,590,594,614,588,0.666666666666667,1,0.5,NA,NA,NA,NA,NA,NA
2022-02-26,Isle of Wight NHS Trust,0,0,0,251.5,254,249,248,253,243,0.6666666666666666,0.6666666666666666,0.6666666666666666,122,132,112,38,46,30
2022-02-26,Isle Of Wight NHS Trust,0.9604743083003953,1,0,253,265,250,243,265,243,1,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,James Paget University Hospitals NHS Foundation Trust,0.9888641425389755,1,0,412,449,400,410,447,398,0.8333333333333334,0.9166666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,Kettering General Hospital NHS Foundation Trust,0,0.9982046678635548,0,568,618,537,556,616,532,0.8333333333333334,0.9166666666666666,0.833333333333333,NA,NA,NA,NA,NA,NA
2022-02-26,King's College Hospital NHS Foundation Trust,0.9939894815927873,1,0,1353,1359,1331,1346,1356,1323,0.97,1,0.9375,NA,NA,NA,NA,NA,NA
2022-02-26,Kingston Hospital NHS Foundation Trust,0,0.972568578553616,0,401,421,369,390,413,357,0.7857142857142857,1,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-02-26,Lancashire Teaching Hospitals NHS Foundation Trust,0,0.9883585564610011,0,859,896,817,828,849,814,0.8571428571428571,1,0.8214285714285714,NA,NA,NA,NA,NA,NA
2022-02-26,Leeds Teaching Hospitals NHS Trust,0,0.9448315911730546,0,1801,1893,1722,1758,1833,1627,0.7735849056603774,0.849056603773585,0.6823529411764706,NA,NA,NA,NA,NA,NA
2022-02-26,Lewisham and Greenwich NHS Trust,0,0,0,883.5,903,864,857.5,878,837,0.8876262626262627,0.9696969696969697,0.8055555555555556,426.5,446,407,198.5,210,187
2022-02-26,Lewisham And Greenwich NHS Trust,0.983132530120482,1,0,830,859,762,816,847,762,0.947368421052632,0.9722222222222222,0.9411764705882353,NA,NA,NA,NA,NA,NA
2022-02-26,Liverpool Heart And Chest Hospital NHS Foundation Trust,0.8810500410172273,0.9130434782608695,0.8490566037735849,160,161,159,141,147,135,0.8343137254901961,0.9333333333333333,0.7352941176470589,NA,NA,NA,NA,NA,NA
2022-02-26,Liverpool University Hospitals NHS Foundation Trust,0,0,0,1651,1651,1651,1576,1576,1576,0.8983050847457628,0.8983050847457628,0.8983050847457628,776,776,776,350,350,350
2022-02-26,Liverpool Women's NHS Foundation Trust,0.8139705882352941,0.875,0.7529411764705882,54.5,85,24,42.5,64,21,0,0,0,NA,NA,NA,NA,NA,NA
2022-02-26,London North West Healthcare NHS Trust,0.979372197309417,1,0.9434697855750487,1115,1157,1026,1092,1157,968,0.7575757575757576,0.909090909090909,0.6176470588235294,NA,NA,NA,NA,NA,NA
2022-02-26,London North West University Healthcare NHS Trust,0.5,1,0,1144,1163,1125,1136.5,1163,1110,0.8333333333333334,0.8484848484848485,0.8181818181818182,549,554,544,217.5,220,215
2022-02-26,Luton and Dunstable University Hospital NHS Foundation Trust,0,0,0,649,658,640,613,620,606,0.8055555555555556,0.8333333333333334,0.7777777777777778,277.5,278,277,85,88,82
2022-02-26,Luton And Dunstable University Hospital NHS Foundation Trust,0.9482470784641068,0.9829642248722317,0,599,656,587,577,628,568,0.8823529411764706,1,0.7222222222222222,NA,NA,NA,NA,NA,NA
2022-02-26,Maidstone and Tunbridge Wells NHS Trust,0,0,0,713.5,726,701,668.5,688,649,0.774671052631579,0.8125,0.7368421052631579,327.5,337,318,116,119,113
2022-02-26,Maidstone And Tunbridge Wells NHS Trust,0.9507772020725389,0.9735449735449735,0,770,772,756,734,736,725,0.9375,0.9375,0.875,NA,NA,NA,NA,NA,NA
2022-02-26,Manchester University NHS Foundation Trust,0,0,0,2029,2040,1993,1880,1889,1822,0.8425925925925926,0.936170212765957,0.8240740740740741,1054,1204,1043,556,591,507
2022-02-26,Medway NHS Foundation Trust,0,1,0,491,606,459,489,582,455,0.96551724137931,1,0.896551724137931,NA,NA,NA,NA,NA,NA
2022-02-26,Mid Cheshire Hospitals NHS Foundation Trust,0,0.9596153846153846,0,509,526,493,479,499,453,0.8181818181818182,0.909090909090909,0.7272727272727273,NA,NA,NA,NA,NA,NA
2022-02-26,Mid Essex Hospital Services NHS Trust,0,0.9693140794223827,0,527,554,513,514,537,504,0.6,0.875,0.4166666666666667,NA,NA,NA,NA,NA,NA
2022-02-26,Mid Yorkshire Hospitals NHS Trust,0,0.9928571428571429,0,999,1022,980,979,981,954,0.56,0.72,0.35,NA,NA,NA,NA,NA,NA
2022-02-26,Milton Keynes Hospital NHS Foundation Trust,0.9829787234042553,1,0.9659574468085106,461,470,452,453,454,452,0.8888888888888888,0.8888888888888888,0.8888888888888888,NA,NA,NA,NA,NA,NA
2022-02-26,Milton Keynes University Hospital NHS Foundation Trust,0,1,0,495,506,494,472,494,458,0.6666666666666666,0.888888888888889,0.4444444444444444,220,266,210,100,103,97
2022-02-26,Moorfields Eye Hospital NHS Foundation Trust,0.45833333333333337,0.5,0.4166666666666667,12,12,12,5.5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Norfolk and Norwich University Hospitals NHS Foundation Trust,0,0,0,901.5,906,897,852,858,846,0.8730769230769231,0.9,0.8461538461538461,377.5,392,363,142.5,156,129
2022-02-26,Norfolk And Norwich University Hospitals NHS Foundation Trust,0.8936781609195402,0.9947916666666666,0,960,1044,897,933,955,842,0.8,0.95,0.3,NA,NA,NA,NA,NA,NA
2022-02-26,North Bristol NHS Trust,0,0.9944196428571429,0,891,896,869,882,891,859,0.8043478260869565,0.925,0.6086956521739131,NA,NA,NA,NA,NA,NA
2022-02-26,North Cumbria Integrated Care NHS Foundation Trust,0,0,0,618,618,618,577,577,577,0.6,0.6,0.6,295,295,295,116,116,116
2022-02-26,North Cumbria University Hospitals NHS Trust,0.45652173913043476,0.9423076923076923,0,550,572,542,514,539,490,0.8,0.866666666666667,0.8,NA,NA,NA,NA,NA,NA
2022-02-26,North Middlesex University Hospital NHS Trust,1,1,0,476,494,468,469,494,461,0.9,0.9,0.8,NA,NA,NA,NA,NA,NA
2022-02-26,North Tees and Hartlepool NHS Foundation Trust,0,0,0,576.5,587,566,515.5,523,508,0.75,0.875,0.625,240,253,227,68,69,67
2022-02-26,North Tees And Hartlepool NHS Foundation Trust,0.8789915966386554,0.9228295819935691,0,607,622,595,574,581,523,0.75,0.875,0.6875,NA,NA,NA,NA,NA,NA
2022-02-26,North West Anglia NHS Foundation Trust,0,0,0,853,901,799,796,873,760,0.727272727272727,0.7272727272727273,0.6818181818181818,358,407,342,108,121,106
2022-02-26,Northampton General Hospital NHS Trust,0.9970674486803519,1,0,690,716,639,688,714,639,0.8125,0.875,0.75,NA,NA,NA,NA,NA,NA
2022-02-26,Northern Devon Healthcare NHS Trust,0,1,0,276,282,248,253,273,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Northern Lincolnshire and Goole NHS Foundation Trust,0,0,0,701,716,686,665.5,675,656,0.8928571428571428,1,0.7857142857142857,295,303,287,77.5,79,76
2022-02-26,Northern Lincolnshire And Goole NHS Foundation Trust,0.9652509652509652,0.9662337662337662,0,770,777,739,744,750,691,0.8636363636363636,0.928571428571429,0.8571428571428571,NA,NA,NA,NA,NA,NA
2022-02-26,Northumbria Healthcare NHS Foundation Trust,NA,NA,NA,911.5,1119,879,814,1056,773,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Nottingham University Hospitals NHS Trust,0,0.963314358001265,0,1574,1581,1540,1494,1523,1441,0.8275862068965517,0.96551724137931,0.5909090909090909,NA,NA,NA,NA,NA,NA
2022-02-26,Oxford University Hospitals NHS Foundation Trust,NA,NA,NA,939,954,924,912.5,919,906,NA,NA,NA,419,476,0,132,171,0
2022-02-26,Oxford University Hospitals NHS Trust,0.9470270140221569,0.9476843910806175,0.9463696369636964,1189,1212,1166,1126,1147,1105,0.7291666666666667,0.8333333333333334,0.625,NA,NA,NA,NA,NA,NA
2022-02-26,Papworth Hospital NHS Foundation Trust,0.7378157446149078,0.7685185185185185,0.7071129707112971,227.5,239,216,167.5,169,166,0.782051282051282,0.8205128205128205,0.7435897435897436,NA,NA,NA,NA,NA,NA
2022-02-26,Pennine Acute Hospitals NHS Trust,0,0.9688128772635815,0,1094,1110,961,1000,1046,918,0.885714285714286,0.9166666666666666,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-26,Peterborough And Stamford Hospitals NHS Foundation Trust,0.9382249302598737,0.9591836734693877,0.9172661870503597,547.5,556,539,513.5,517,510,0.5384615384615385,0.6153846153846154,0.46153846153846156,NA,NA,NA,NA,NA,NA
2022-02-26,Plymouth Hospitals NHS Trust,0.9754385964912281,0.9814385150812065,0,855,862,834,834,846,832,0.6428571428571429,0.642857142857143,0.6428571428571429,NA,NA,NA,NA,NA,NA
2022-02-26,Poole Hospital NHS Foundation Trust,0,0.986328125,0,511,513,485,482,506,434,0.8181818181818182,1,0.7272727272727273,NA,NA,NA,NA,NA,NA
2022-02-26,Portsmouth Hospitals NHS Trust,0,0.9641819941916747,0,1033,1055,1015,993,1022,968,0.947368421052632,1,0.7368421052631579,NA,NA,NA,NA,NA,NA
2022-02-26,Queen Victoria Hospital NHS Foundation Trust,0.5965085638998683,0.6060606060606061,0.5869565217391305,56,66,46,33.5,40,27,0.6666666666666666,0.6666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Berkshire NHS Foundation Trust,0,0.9533132530120482,0,642,664,632,621,633,598,0.9230769230769231,1,0.8461538461538461,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Brompton & Harefield NHS Foundation Trust,0.7688843056053738,0.8434065934065934,0.6943620178041543,350.5,364,337,270.5,307,234,0.6284454859948667,0.7281553398058253,0.5287356321839081,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Cornwall Hospitals NHS Trust,0,0.943127962085308,0,639,656,625,581,597,550,0.7333333333333333,0.9333333333333333,0.6,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Devon and Exeter NHS Foundation Trust,0,0,0,741,806,676,685,756,614,0.8,0.88,0.72,325.5,358,293,115.5,134,97
2022-02-26,Royal Devon And Exeter NHS Foundation Trust,0.8448717948717949,0.9618528610354223,0,734,780,682,659,706,616,0.92,0.92,0.92,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Free London NHS Foundation Trust,0,0.9922222222222222,0,842,900,820,828,893,800,0.9464285714285714,1,0.9259259259259259,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Liverpool and Broadgreen University Hospitals NHS Trust,0,0,0,810,810,810,787,787,787,0.9459459459459459,0.9459459459459459,0.9459459459459459,426,426,426,194,194,194
2022-02-26,Royal Liverpool And Broadgreen University Hospitals NHS Trust,0.944640753828033,0.9785969084423306,0,841,849,825,802,823,782,0.864864864864865,1,0.8571428571428571,NA,NA,NA,NA,NA,NA
2022-02-26,Royal National Orthopaedic Hospital NHS Trust,0.8212290502793296,0.8659217877094972,0.776536312849162,179,179,179,147,155,139,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA
2022-02-26,Royal Surrey County Hospital NHS Foundation Trust,0,0.9901719901719902,0,407,455,399,381,449,373,0.9523809523809523,1,0.952380952380952,NA,NA,NA,NA,NA,NA
2022-02-26,Royal United Hospital Bath NHS Foundation Trust,0.9651841868823001,0.9779874213836478,0.9523809523809523,643.5,651,636,621,622,620,0.6153846153846154,0.7692307692307693,0.46153846153846156,NA,NA,NA,NA,NA,NA
2022-02-26,Royal United Hospitals Bath NHS Foundation Trust,0,0,0,626,643,623,611,632,611,0.7692307692307693,0.8461538461538461,0.769230769230769,292,360,247,99,133,93
2022-02-26,Salford Royal NHS Foundation Trust,0,0.976158940397351,0,770,821,653,755,767,625,0.9473684210526315,1,0.711111111111111,NA,NA,NA,NA,NA,NA
2022-02-26,Salisbury NHS Foundation Trust,0,0.9930232558139535,0,430,460,424,427,445,398,0.9,1,0.3,NA,NA,NA,NA,NA,NA
2022-02-26,Sandwell and West Birmingham Hospitals NHS Trust,0,0,0,606.5,607,606,549.5,566,533,0.7772727272727273,0.9545454545454546,0.6,253,286,220,76.5,92,61
2022-02-26,Sandwell And West Birmingham Hospitals NHS Trust,0.7985507246376812,0.8741633199464525,0,690,747,637,616,653,551,0.8235294117647058,0.9444444444444444,0.625,NA,NA,NA,NA,NA,NA
2022-02-26,Sheffield Children's NHS Foundation Trust,0,0.8657718120805369,0,147,149,141,119,129,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Sheffield Teaching Hospitals NHS Foundation Trust,0,0.9619109102646869,0,1502,1593,1370,1430,1508,1317,0.786407766990291,0.8135593220338984,0.7281553398058253,NA,NA,NA,NA,NA,NA
2022-02-26,Sherwood Forest Hospitals NHS Foundation Trust,0,0.9560439560439561,0,630,640,614,599,611,587,0.8181818181818182,1,0.45454545454545453,NA,NA,NA,NA,NA,NA
2022-02-26,Shrewsbury and Telford Hospital NHS Trust,0,0,0,718.5,728,709,669,673,665,0.7745098039215685,0.8823529411764706,0.6666666666666666,279,311,247,70,77,63
2022-02-26,Shrewsbury And Telford Hospital NHS Trust,0.9342465753424658,1,0,733,738,730,706,738,682,0.8888888888888888,1,0.777777777777778,NA,NA,NA,NA,NA,NA
2022-02-26,South Devon Healthcare NHS Foundation Trust,0.8718039146535003,0.927570093457944,0.8160377358490566,426,428,424,371.5,397,346,0.75,1,0.5,NA,NA,NA,NA,NA,NA
2022-02-26,South Tees Hospitals NHS Foundation Trust,0,0.9711895910780669,0,899,1076,853,853,1045,774,0.857142857142857,0.9193548387096774,0.7424242424242424,NA,NA,NA,NA,NA,NA
2022-02-26,South Tyneside and Sunderland NHS Foundation Trust,0,0,0,1090,1090,1090,933,933,933,0.625,0.625,0.625,437,437,437,155,155,155
2022-02-26,South Tyneside NHS Foundation Trust,0.45121951219512196,0.9223300970873787,0,312.5,328,293,290.5,297,270,0.8333333333333333,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,South Warwickshire NHS Foundation Trust,0,0.9657387580299786,0,471,483,459,451,468,431,0.714285714285714,0.8571428571428571,0.42857142857142855,NA,NA,NA,NA,NA,NA
2022-02-26,Southend University Hospital NHS Foundation Trust,0,0.9316546762589928,0,537,556,508,518,529,468,0.818181818181818,1,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-26,Southport and Ormskirk Hospital NHS Trust,0,0,0,447.5,449,446,432,435,429,0.8295454545454546,0.9090909090909091,0.75,188.5,195,182,67.5,70,65
2022-02-26,Southport And Ormskirk Hospital NHS Trust,0.9029126213592233,0.9323671497584541,0,412,414,400,386,393,372,0.818181818181818,0.8181818181818182,0.7727272727272727,NA,NA,NA,NA,NA,NA
2022-02-26,St George's Healthcare NHS Trust,0.9615563393760425,0.9710578842315369,0.952054794520548,939,1002,876,903.5,973,834,0.7791442048517521,0.8035714285714286,0.7547169811320755,NA,NA,NA,NA,NA,NA
2022-02-26,St George's University Hospitals NHS Foundation Trust,0,0,0,847,855,842,823,842,816,0.95,0.95,0.916666666666667,338,343,290,125,135,88
2022-02-26,St Helens and Knowsley Hospital Services NHS Trust,0,0,0,665,665,665,650,650,650,1,1,1,340,340,340,112,112,112
2022-02-26,St Helens And Knowsley Hospital Services NHS Trust,0,0,0,689,689,689,676,676,676,0.909090909090909,0.909090909090909,0.909090909090909,371,371,371,163,163,163
2022-02-26,St Helens And Knowsley Hospitals NHS Trust,0.972181551976574,0.9751098096632503,0.9692532942898975,683,683,683,664,666,662,0.9583333333333333,1,0.9166666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,St Helens and Knowsley Teaching Hospitals NHS Trust,0,0,0,677,677,677,655,655,655,0.7857142857142857,0.7857142857142857,0.7857142857142857,343,343,343,125,125,125
2022-02-26,Stockport NHS Foundation Trust,0,0.9623376623376624,0,723,770,635,694,741,598,0.7692307692307693,1,0.5384615384615384,NA,NA,NA,NA,NA,NA
2022-02-26,Surrey and Sussex Healthcare NHS Trust,0.5,1,0,673,696,650,660.5,696,625,0.96875,1,0.9375,356,358,354,133,135,131
2022-02-26,Surrey And Sussex Healthcare NHS Trust,0.9952229299363057,1,0,628,637,620,625,636,620,0.9375,0.9375,0.875,NA,NA,NA,NA,NA,NA
2022-02-26,Tameside and Glossop Integrated Care NHS Foundation Trust,0,0,0,441,443,439,426.5,428,425,1,1,1,197.5,210,185,68.5,70,67
2022-02-26,Tameside And Glossop Integrated Care NHS Foundation Trust,0,0,0,439,439,439,433,433,433,0.888888888888889,0.888888888888889,0.888888888888889,243,243,243,100,100,100
2022-02-26,Tameside Hospital NHS Foundation Trust,0.9741070614737555,0.9979035639412998,0.9503105590062112,480,483,477,467.5,476,459,0.8333333333333333,0.8888888888888888,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-26,Taunton and Somerset NHS Foundation Trust,0,0,0,595,598,592,545,572,518,0.8154761904761905,0.9166666666666666,0.7142857142857143,240.5,246,235,70.5,84,57
2022-02-26,Taunton And Somerset NHS Foundation Trust,0.891941391941392,0.950530035335689,0,566,585,546,532,538,487,0.666666666666667,0.9166666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,The Christie NHS Foundation Trust,0.9295291300877893,0.9428571428571428,0.9162011173184358,177,179,175,164.5,165,164,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA
2022-02-26,The Dudley Group NHS Foundation Trust,0,0.9218967921896792,0,679,717,635,625,661,617,0.9130434782608695,1,0.85,NA,NA,NA,NA,NA,NA
2022-02-26,The Hillingdon Hospitals NHS Foundation Trust,0.992,1,0,409,453,375,403,453,372,1,1,0.8888888888888888,NA,NA,NA,NA,NA,NA
2022-02-26,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0,0.8970283344851416,0,1532,1621,1447,1351,1421,1228,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,The Princess Alexandra Hospital NHS Trust,0.8315334773218143,1,0,400,463,383,394,405,383,0.9,1,0.7,NA,NA,NA,NA,NA,NA
2022-02-26,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0,0.9678217821782178,0,433,450,404,414,449,366,0.7692307692307693,0.9230769230769231,0.6153846153846154,NA,NA,NA,NA,NA,NA
2022-02-26,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.7409898891063275,0.7559523809523809,0.726027397260274,157,168,146,116.5,127,106,0.5,0.75,0.25,NA,NA,NA,NA,NA,NA
